waterBodyIdentifier,WaterBody_label
FRFR255,LE GAVE D'ASPE DU CONFLUENT DU GAVE DE LESCUN AU CONFLUENT DU GAVE D'OSSAU
FRFR256A,LE GAVE D'OSSAU DU CONFLUENT DU LAU AU CONFLUENT DU GAVE D'ASPE
FRFR430,LE LAA
FRFR277B,LE GAVE DE PAU DU CONFLUENT DU BRAS DU GAVE AU CONFLUENT DU CLAMONDE
FRFR327A,LE BAHUS DU BARRAGE DE MIRAMONT-SENSACQ AU CONFLUENT DE L'ADOUR
FRCR7,CANAL DU RHONE AU RHIN 2
FRCR321,SANON 2
FRCR30,WEIHERBACHGRABEN
FRCR57,DOLLER 5
FRDR402,L EYGUES DE L OULE A LA SAUVE (AVAL NYONS)
FRDR2008,LE RHONE D AVIGNON A BEAUCAIRE
FRDR552A,LA DRANSE DU PONT DE LA DOUCEUR AU LEMAN
FRDR475,LE GIER DE LA RETENUE AU RUISSEAU DU GRAND MALVAL
FRDR441,LA ROANNE
FRDR11954,RIVIERE LA TAVE
FRDR699B,LA SAONE DE SA SOURCE A LA CONFLUENCE AVEC LA  MAUSE
FRDR664,L OGNON DE SA SOURCE AU FOURCHON
FRDR576,L ARDIERE
FRFR91,LA VEZERE DE SA SOURCE AU LAC DE VIAM
FRFR638,LA GRAVE (HURE)
FRFR341,LA VEZERE DU CONFLUENT DE L'ELLE AU CONFLUENT DE LA DORDOGNE
FRFR518,LE TOLERME
FRFR57,L'AVANCE DU CONFLUENT DE LA BRETAGNE AU CONFLUENT DE LA GARONNE
FRFR301B,LA GARONNE DU CONFLUENT DU LOT AU CONFLUENT DU TREC DE LA GREFFIERE
FRFR661,LA LEDE DE SA SOURCE A LA COMMUNE DE GAVAUDUN
FRFR126A,LE LOT DU CONFLUENT DU BRAMONT AU CONFLUENT DU DOULOU
FRFR126B,LE LOT DE SA SOURCE AU CONFLUENT DU BRAMONT
FRFR300A,LA GARONNE DU CONFLUENT DU GERS AU CONFLUENT DU LOT
FRDR484,L AIN DU SURAN A LA CONFLUENCE AVEC LE RHONE
FRDR474,LE GIER DU RUISSEAU DU GRAND MALVAL AU RHONE
FRDR2006B,RHONE DE ROUSSILLON
FRDR2011,L OULE
FRDR358,L ARC DE L ARVAN A LA CONFLUENCE AVEC L ISERE
FRHR72A-F3559000,LA NOSLE
FRHR99A,L YVETTE DE SA SOURCE AU CONFLUENT DE LA MERANTAISE  INCLUS
FRDR394B,LA CEZE A L AVAL DE BAGNOLS
FRDR384A,LA SORGUE AMONT
FRHR224,L AVELON DE SA SOURCE AU CONFLUENT DU THERAIN  EXCLU
FRHR225,LE THERAIN DU CONFLUENT DE L AVELON  EXCLU  AU CONFLUENT DE L OISE  EXCLU
FRHR304,LE NOIREAU DU CONFLUENT DE LA DRUANCE  EXCLU  AU CONFLUENT DE L ORNE  EXCLU
FRDR448A,LA VEORE DE LA D538 (CHABEUIL) AU RHONE
FRDR387B,L AUZON DU PONT DE LA RD 974 A LA CONFLUENCE AVEC LA SORGUE DE VELLERON
FRDR10912,LE RIUFERRER
FRDR379,LE GARD DU GARDON D ALES AU BOURDIC
FRDR381,LE GARD DU GARDON DE SAINT JEAN AU GARDON D ALES
FRDR12022,RIVIERE LA DROUDE
FRDR377,LE GARD DE COLLIAS A LA CONFLUENCE AVEC LE RHONE
FRDR382B,LE GARD DE SA SOURCE AU GARDON DE SAINT JEAN INCLUS
FRFR107A,LA DORDOGNE DU CONFLUENT DU VENDEIX A LA RETENUE DE BORT-LES-ORGUES
FRFR53,LE GAT MORT DE SA SOURCE AU CONFLUENT DE LA GARONNE
FRFR61A,LE DROPT DU CONFLUENT DE L'ESCOUROU AU CONFLUENT DE LA GARONNE
FRFR61B,LE DROPT DU CONFLUENT DE LA BOURNEGUE AU CONFLUENT DE L'ESCOUROU
FRFR225,LE LOT DU CONFLUENT DE LA LEMANCE AU CONFLUENT DE LA GARONNE
FRFR124B,LA COLAGNE DU CONFLUENT DE LA TARTARONNE AU CONFLUENT DU COULAGNET
FRFR342,L'AVEYRON DU CONFLUENT DU VIAUR AU CONFLUENT DE LA VERE
FRFR41,LA DORDOGNE DU CONFLUENT DU CAUDEAU AU CONFLUENT DE LA LIDOIRE
FRFR108,LA DORDOGNE DU CONFLUENT DE LA VEZERE AU CONFLUENT DU CAUDEAU
FRFR93,LA VEZERE DU CONFLUENT DU BREZOU AU CONFLUENT DE LA CORREZE
FRFR496B,LA VEZERE DU CONFLUENT DE LA SOUDAINE AU CONFLUENT DU BRADASCOU
FRFR106A,LA RAMADE (CHAVANON) DE L'ETANG DE LA RAMADE A LA RETENUE DE BORT-LES-ORGUES
FRDR383,L OUVEZE DE LA SORGUE DE VELLERON A LA CONFLUENCE AVEC LE RHONE
FRDR362B,L ARLY EN AVAL DE L ENTREE DE L AGGLOMERATION DE FLUMET
FRDR290,LA SASSE
FRDR265,LE VERDON DE SA SOURCE AU  RIOU DU TROU
FRDR155,LE JAUR
FRDR143,LE LEZ DE SA SOURCE A L AMONT DE CASTELNAU
FRDR152,L ORB DU VERNAZOBRE AU TAUROU
FRDR149,LE PALLAS
FRDR134B,LE VIDOURLE DE SOMMIERES A LA MER
FRDR126B,LA CADIERE DU PONT DE GLACIERE A L ETANG DE BERRE
FRDR83,LA TINEE DU TORRENT DE LA GUERCHA A LA CONFLUENCE AVEC LE VAR
FRFR115,L'EPIE DE SA SOURCE AU BARRAGE DE SARRANS
FRFR216,LE GERS DU CONFLUENT DE L'AULOUSTE AU CONFLUENT DE LA GARONNE
FRFR1A,LE THORE DU CONFLUENT DE LA TRUITE AU CONFLUENT DE L'ARN
FRFR660,LA TRUYERE DE SA SOURCE AU CONFLUENT DU MEZERE
FRFR563,LA PETITE BAISE DE SA SOURCE AU CONFLUENT DE LA SOLE (INCLUSE)
FRFR208,LE VIAUR DU CONFLUENT DU CEOR AU CONFLUENT DE L'AVEYRON
FRFR203,LE VIAUR DE SA SOURCE AU RESERVOIR DE PONT-DE-SALARS
FRFR142B,LE DADOU DE LA RETENUE DE RASSISSE AU CONFLUENT DE L'AGROS
FRFR148A,L'ARN DU LAC DES SAINT-PEYRES AU CONFLUENT DU THORE
FRFR143,LE GIJOU DU CONFLUENT DU LIMES AU CONFLUENT DE L'AGOUT
FRDR11997,RIVIERE LA MOURACHONNE
FRDR94,LA BRAGUE
FRFR301A,LA GARONNE DU CONFLUENT DU TREC A LA CONFLUENCE DU DROPT
FRFR60,LA LEDE DU CONFLUENT DE LA LEYZE AU CONFLUENT DU LOT
FRFR224,LA BAISE DU CONFLUENT DE LA GELISE AU CONFLUENT DE LA GARONNE
FRFR194A,LA LERE DU CONFLUENT DU CANDE AU CONFLUENT DE L'AVEYRON
FRDR661,LE RAHIN
FRDR617,LA BASSE LOUE D ARC-ET-SENANS A LA CONFLUENCE AVEC LE DOUBS
FRFR209,LE TESCOU
FRFR149,LE THORE DU CONFLUENT DE L'ARN AU CONFLUENT DE L'AGOUT
FRFR134,LE TARN DE SA SOURCE AU CONFLUENT DU TARNON
FRGR0431,L'ESVES DEPUIS ESVES-LE-MOUTIER JUSQU'A LA CONFLUENCE AVEC LA CREUSE
FRGR1193,LE TUSSON ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA BRAYE
FRGR0498B,LA BRAYE ET SES AFFLUENTS DEPUIS LA CONFLUENCE DE LA GRENNE JUSQU'A LA CONFLUENCE AVEC LE LOIR
FRDR498,LA BIENNE DU TACON A LA CONFLUENCE AVEC L AIN
FRHR87,LE FUSAIN DU CONFLUENT DU PETIT FUSAIN  EXCLU  AU CONFLUENT DU LOING  EXCLU
FRFR347B,LA DORDOGNE DE LA RETENUE DE BORT-LES-ORGUES AU BARRAGE DE MAREGES
FRGR0312B,LA BRENNE ET SES AFFLUENTS DEPUIS CHATEAU-RENAULT JUSQU'A LA CONFLUENCE AVEC LA CISSE
BG3MA350R211,MARITSA RIVER FROM CHEPELARSKA RIVER TO OMUROVSKA RIVER
BG3MA790R157,MARITSA RIVER FROM BELOVO TOWN TO TOPOLNITSA RIVER AND MDC-13-C1 (MC1)
BG3MA800R226,PIRDOPSKA RIVER AND ZLATISHKA RIVER - DOWNFLOW
BG1RL120R1013,RUSENSKI LOM RLRWB1013
FI65_100_001,ALA-KEMIJOKI
RSCAN_NS-SS,DTD KANAL NOVI SAD-SAVINO SELO
RSIB_3,IBAR OD USCA JOSANICE DO USCA SITNICE
RSRAS_1,RASINA OD USCA U ZAPADNU MORAVU DO BRANE CELIJE
RSIB_2,IBAR OD MATARUGA DO USCA JOSANICE
BG1RL900R1112,BELI LOM RLRWB1112
BG1OS130R1115,OSAM OSRWB1115
DERW_DEBW_6-05,DONAU AB RI? OBERHALB ILLER (TBG 64)
DERW_DEBW_12-04,WESTLICHES BODENSEEGEBIET MIT RADOLFZELLER AACH
BG3TU900R060,TUNDZHA RIVER FROM SPRINGS TO KALOFER TOWN WS
BG2IU200R006,�������� �� �.������������
BG3TU135R005,TUNDZHA RIVER FROM ELHOVO TOWN TO MELNISHKA RIVER AND KORUDZHA RIVER
BG3TU900R042,"TUNDZHA RIVER AFTER KOPRINKA DAM TO ZHREBCHEVO DAM, KRANSKA RIVER AND LOWER STREAM"
BG3TU570R066,TUNDZA RIVER FROM THE FLOW OF MOCHURICA RIVER TO FTHE LOW OF SIMEONOVSKA RIVER
BG3TU100R002,TUNDZHA RIVER FROM MELNISHKA RIVER TO NATIONAL BORDER
CZOHL_1390,BLATENSK? POTOK/BREITENBACH FROM SPRING TO THE STATE BORDER
CZOHL_1380,?ERN? FROM THE STATE BORDER TO THE STATE BORDER
ATOK307200003,"GEW?SSER: SALZACH, ABSCHNITT: LANDESGRENZE BIS SAALACHM?NDUNG"
ATOK307080000,LECH
ATOK307030000,INN
CZOHL_1240,RYBN? POTOK/GOTTLEUBA FROM SPRING TO THE STATE BORDER
LT150100016,SESUPE
HRCSRI0029_006,SUTLA
HRCDRN0022_002,KARA?ICA
HRCDRI0001_001,DUNAV
HRCDRI0002_004,DRAVA
ES030MSPF1028010,RIVER SEVER FROM PTO. FRONTERIZO A E. CEDILLO. PT05TEJO0905
IT020766VA,TORRENT BUTHIER
IT0101GH4N166PI,DORA BALTEA
IT020792VA,TORRENT DU CHATEAU DE QUART
LT110106301,SKROBLUS
LT100100014,NEMUNAS
LT500100012,DYSNA
LT500104101,BIRVETA
LT140101603,KRAZANTE
LT122111303,ARMONA
LT410105104,DAUGYVENE
LT110100016,UNKNOWN
LT122100020,UNKNOWN
LT160100013,JURA
LT400102502,UNKNOWN
LT200104103,AKMENA - DANE
LT420100014,NEMUNELIS
LT800120102,BARTUVA
LT300100015,VENTA
LT100100011,NEMUNAS
LT410100016,MUSA
LT410100012,MUSA
LT100700021,SKIRVYTE
LT140100014,DUBYSA
LT100126205,UNKNOWN
LT121100013,ZEIMENA
LT700108102,SVENTOJI
LT122100017,SVENTOJI
LT121102804,MERA - KUNA
LT410108502,LEVUO
LT160108291,SALTUONA
LT300112363,ASVA
LT110100014,MERKYS
LT120100011,NERIS
LT300100018,VENTA
LT170100017,MINIJA
LT300113104,VARDUVA
LT130100015,NEVEZIS
LT121102701,SARIA
LT130107103,DOTNUVELE
LT150103703,RAUSVE
LT130110105,SUSVE
LT300103802,RINGUVA
LT100124373,VILKA
LT150100011,SESUPE
LT130100013,NEVEZIS
LT121100011,ZEIMENA
LT170100013,UNKNOWN
LT121102101,LAKAJA
CZOHL_0200,ODRAVA FROM THE DAM RESERVOIR JESENICE UP TO ESTUARY TO THE RIVER OH?E
CZOHL_1370,?ERN?/SCHWARZE POCKAU FROM SPRING TO THE STATE BORDER
CZOHL_0770,PODKRU?NOHORSK? P?IVADE? VODY (PKP RESP. PPV)
CZDYJ_1090,BALINKA FROM SPRING UP TO ESTUARY INTO THE RIVER OSLAVA
CZDYJ_0790,?ATAVA FROM SPRING UP TO ESTUARY INTO THE RIVER SVRATKA
CZMOV_0420,BENKOVSK? POTOK (P?SE?N?) FROM SPRING UP TO ESTUARY INTO THE RIVER MORAVA
CZOHL_0920,LU?N? POTOK FROM SPRING UP TO ESTUARY TO THE RIVER ELBE
CZOHL_0970,PLOU?NICE FROM RIVER PANENSK? POTOK UP TO THE RIVER SVIT?VKA
CZOHL_0980,SVIT?VKA FROM THE STATE BORDER UP TO BOBERSK? POTOK
CZOHL_1090,BOB?? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER ROBE?SK? POTOK
CZOHL_1100,ROBE?SK? POTOK FROM RIVER BOB?? POTOK UP TO ESTUARY TO THE RIVER PLOU?NICE
CZOHL_0670,CHOMUTOVKA FROM SPRING UP TO THE RIVER HA?KA
CZOHL_0950,PLOU?NICE FROM SPRING UP TO PANENSK? POTOK
CZOHL_0640,O?IHOVECK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER BL?ANKA
CZOHL_0830,BOU?LIVEC FROM SPRING UP TO ESTUARY INTO THE RIVER B?LINA
CZOHL_0990,BOBERSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER SVIT?VKA
CZOHL_0350,ROLAVA FROM SPRING UP TO NEJDECK? POTOK
CZOHL_0720,ROSOVKA FROM SPRING UP TO ESTUARY TO THE RIVER OH?E
CZOHL_1310,?ERN? VODA/J?HST?DTER SCHWARZWASSER FROM SPRING TO THE STATE BORDER
CZOHL_0270,OH?E FROM RIVER LIBAVA UP TO THE RIVER SVATAVA
CZDYJ_1060,POLOMINA FROM SPRING UP TO ESTUARY INTO THE RIVER OSLAVA
CZOHL_1320,FL?JSK? POTOK FROM SPRING UP TO BACKWATER OF RESERVOIR FL?JE
CZOHL_0550,PRUN??OVSK? POTOK FROM SPRING UP TO ESTUARY TO THE RIVER OH?E
CZOHL_0600,LESKA FROM SPRING UP TO ESTUARY INTO THE RIVER LIBOC
CZOHL_0740,MODLA FROM SPRING UP TO ESTUARY TO THE RIVER ELBE
CZDYJ_0690,HV?ZDLI?KA FROM SPRING UP TO ESTUARY INTO THE RIVER LITAVA (C?ZAVA)
CZOHL_0660,OH?E FROM RIVER BL?ANKA UP TO THE RIVER CHOMUTOVKA
CZHSL_2050,JIZERA FROM RIVER STRENICK? POTOK UP TO ESTUARY TO THE RIVER ELBE
CZOHL_3160,K?INICE FROM SPRING TO THE STATE BORDER
CZOHL_0860,?D?RNICK? POTOK FROM SPRING UP TO ZALU?ANSK? POTOK
CZOHL_0870,ZALU?ANSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER ?D?RNICK? POTOK
CZOHL_0150,PLESN? FROM RIVER LUBINKA UP TO ESTUARY TO THE RIVER OH?E
CZOHL_0390,TEPL? FROM SPRING UP TO PRAMENSK? POTOK
CZOHL_0520,J?CHYMOVSK? POTOK FROM SPRING UP TO ESTUARY TO THE RIVER BYST?ICE
CZBER_0350,DRNOV? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER ?HLAVA
CZDYJ_1230,TRKMANKA FROM RIVER SP?LEN? POTOK UP TO ESTUARY INTO THE RIVER DYJE
CZOHL_0130,PLESN?/FLEISSENBACH FROM THE STATE BORDER UP TO THE RIVER LUBINKA
CZOHL_0620,OH?E FROM RIVER LIBOC UP TO THE RIVER BL?ANKA
CZOHL_0780,B?LINA FROM ROZDELOVAC?HO OBJEKTU B?EZENEC (RESP. PKP) UP TO THE RIVER LOUPNICE
CZDYJ_0120,MANE?OVICK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER ?ELETAVKA
CZDYJ_0980,ZN?TSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER OSLAVA
CZMOV_0330,KUN?INSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER T?EB?VKA
CZDYJ_0910,ML?NSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER JIHLAVA
CZDYJ_1220,SP?LEN? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER TRKMANKA
CZDVL_0080,MASTN?K FROM RIVER SEDLECK? POTOK UP TO BACKWATER OF RESERVOIR SLAPY
CZBER_0270,RADBUZA FROM RIVER MERKL?NKA UP TO BACKWATER OF RESERVOIR ?ESK? ?DOL?
CZOHL_0240,OH?E FROM RIVER SLATINN? POTOK UP TO THE RIVER VELK? LIBAVA
CZOHL_3060,RESLAVA/R?SLAU FROM THE STATE BORDER UP TO ESTUARY TO THE RIVER OH?E
CZDYJ_0260,SKALI?KA FROM SPRING UP TO ESTUARY INTO THE RIVER JEVI?OVKA
CZDYJ_0140,?ELETAVKA FROM MANE?OVICK?HO POTOKA UP TO BACKWATER OF RESERVOIR VRANOV
CZDYJ_0670,SVRATKA FROM RIVER SVITAVA UP TO THE RIVER LITAVA (C?ZAVA)
CZOHL_0420,LOMNICK? POTOK FROM SPRING UP TO BACKWATER OF RESERVOIR STANOVICE
CZMOV_0970,MAL? HAN? FROM SPRING UP TO BACKWATER OF RESERVOIR OPATOVICE
CZOHL_0650,BL?ANKA FROM RIVER O?IHOVECK? POTOK UP TO ESTUARY TO THE RIVER OH?E
CZOHL_0680,HA?KA FROM SPRING UP TO ESTUARY INTO THE RIVER CHOMUTOVKA
CZOHL_1210,VIL?MOVSK? POTOK FROM RIVER MIKUL??OVICK? POTOK UP TO LU?N? POTOK
CZMOV_0390,JAVO???KA FROM SPRING UP TO ESTUARY INTO THE RIVER T?EB?VKA
CZDYJ_0610,B?L? VODA FROM SPRING UP TO MARIAN?NSK? POTOK INCLUDING
CZDYJ_0130,BIHANKA FROM SPRING UP TO ESTUARY INTO THE RIVER ?ELETAVKA
CZMOV_0220,RYCHNOVSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER MORAVSK? S?ZAVA
CZDYJ_1050,VODRA FROM SPRING UP TO ESTUARY INTO THE RIVER OSLAVA
CZOHL_0510,BYST?ICE FROM SPRING UP TO J?CHYMOVSK? POTOK
CZDVL_0800,?ERVEN? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER BAKOVSK? POTOK
CZOHL_0170,MOHELENSK? POTOK/M?GELBACH FROM THE STATE BORDER UP TO THE CONFLUENCE WITH THE RIVER ODRAVA
CZDVL_2120,S?ZAVA FROM THE LAKE DAM VELK? D??KO UP TO NI?KOVSK? POTOK
CZOHL_0880,?D?RNICK? POTOK FROM RIVER ZALU?ANSK? POTOK UP TO ESTUARY INTO THE RIVER B?LINA
CZOHL_0960,PANENSK? POTOK FROM SPRING UP TO ESTUARY TO THE RIVER PLOU?NICE
CZOHL_1010,?PORKA FROM SPRING UP TO ESTUARY TO THE RIVER PLOU?NICE
CZDYJ_1240,"DYJE FROM THE DAM RESERVOIR NOV? ML?NY III. - DOLN? UP TO THE RIVER ODLEH?OVAC? RAMENO DYJE, PO?TORN?"
CZOHL_0020,LU?N? POTOK FROM SPRING UP TO ESTUARY TO THE RIVER ELBE
CZDVL_0400,TRNAVA FROM RIVER KEJTOVSK? POTOK UP TO ESTUARY INTO THE RIVER ?ELIVKA (HEJLOVKA)
CZDYJ_0990,OSLAVA FROM RIVER BOHDALOVSK? POTOK UP TO BACKWATER OF RESERVOIR MOSTI?T?
CZOHL_0040,LIBSK? POTOK FROM HRANICE UP TO ESTUARY TO THE RIVER OH?E
CZDYJ_0960,OSLAVA FROM SPRING UP TO BOHDALOVSK? POTOK
CZOHL_0890,KL??SK? POTOK FROM SPRING UP TO ???RSK? POTOK
CZOHL_0700,HR?DECK? POTOK FROM SPRING UP TO ESTUARY TO THE RIVER OH?E
CZMOV_0200,OSTROVSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER MORAVSK? S?ZAVA
CZDYJ_1250,"V?EL?NEK (SEDLECK? POTOK) FROM THE STATE BORDER UP TO ESTUARY INTO THE RIVER ODLEH?OVAC? RAMENO DYJE, PO?TORN?"
CZMOV_1320,LUHA?OVICK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER OL?AVA
CZOHL_0160,ODRAVA/WONDREB FROM THE STATE BORDER UP TO BACKWATER OF RESERVOIR JESENICE
CZHSL_1370,?LIBICK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER CIDLINA
CZOHL_0580,OH?E FROM THE DAM RESERVOIR NECHRANICE UP TO LIBOC
CZOHL_0840,BYST?ICE FROM SPRING UP TO ESTUARY INTO THE RIVER B?LINA
CZLNO_0170,MANDAVA/MANDAU FROM SPRING TO THE STATE BORDER
CZMOV_1010,HAN? FROM RIVER ROST?NICK? POTOK UP TO THE RIVER TI?T?NKA (UH?ICK? POTOK)
CZDYJ_1110,ROKYTN? FROM SPRING UP TO THE RIVER ROKYTKA
CZMOV_0210,LUKOVSK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER MORAVSK? S?ZAVA
CZDYJ_0080,PSTRUHOVEC FROM SPRING TO THE STATE BORDER
CZDYJ_0860,JIHL?VKA FROM SPRING UP TO ESTUARY INTO THE RIVER JIHLAVA
CZOHL_0810,SRPINA FROM SPRING UP TO ESTUARY INTO THE RIVER B?LINA
CZMOV_1000,ROST?NICK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER HAN?
CZMOV_0770,TO?ENKA FROM SPRING UP TO ESTUARY INTO THE RIVER JUHYN?
CZMOV_0800,OPATOVICK? POTOK FROM SPRING UP TO ESTUARY INTO THE RIVER BE?VA
CZMOV_1330,NIVNI?KA (BYST?I?KA) FROM SPRING UP TO ESTUARY INTO THE RIVER OL?AVA
CZMOV_1350,OKLUKY FROM SPRING UP TO ESTUARY INTO THE RIVER MORAVA
CZDYJ_0390,BOBR?VKA (LOU?KA) FROM SPRING UP TO THE RIVER LIBOCHOVKA
CZDYJ_0730,LITAVA (C?ZAVA) FROM RIVER RAKOVEC UP TO THE RIVER ???KA (ZLAT? POTOK)
CZDYJ_0760,???KA (ZLAT? POTOK) FROM RIVER ROKETNICE UP TO ESTUARY INTO THE RIVER LITAVA (C?ZAVA)
CZMOV_0520,OLE?NICE (KOKORKA) FROM SPRING UP TO ESTUARY INTO THE RIVER MOR?VKA-N?HON
CZDYJ_1150,ROUCHOVANKA FROM SPRING UP TO ESTUARY INTO THE RIVER ROKYTN?
RORW4-1_B6,"MURES, CONF. PETRILACA - CONF. ARIES"
RORW3-1_B7,CRISUL ALB -- CNF CIGHER - GRANITA
RORW8-1_B12,OLT - AVAL ACUMULARE IZBICENI � CONFLUENTA DUNARE
RORW3-1-44_B7,CRISUL REPEDE -- CNF BONOR - GRANITA
RORW3-1-44-33_B6,BARCAU -- CNF BISTRA - GRANITA
RORW5-1_B1,BEGA - IZVOR-CF. BEGA POIENILOR + AFLUENTI
RORW5-1_B4,BEGA - CF. BEHELA-FRONTIERA
RORW2-1-24-4_B4,BISTRITA -CF TANASE-CF SIEU
RORW2-1-31_B3,SOMESUL MIC-AV AC GILAU-CF NADAS
RORW12-1-82_B1,BUZAU_IZVOR_ACUMULAREA SIRIU_SI_AFLUENTII
RORW12-1-78-16_B3,VASLUI - AV AC SOLESTI- RAC
RORW12-1-78_B3,BARLAD - CONFL CRASNA - CONFL SIRET INCLUDE DERIVATIA MUNTENI-TECUCEL
ES100MSPF2100040,EL FLUVI? ENTRE LA RIERA OF BIANYA I EL LLIERCA (INCLOSA LA RIERA OF CASTELLAR)
ES100MSPF2100110,CONCA DEL SER
ES100MSPF2100120,RIERA OF SANT JAUME
ES100MSPF0500110,CAP?ALERA OF LA GLORIETA FINS A L'EDAR D'ALCOVER
ES100MSPF0500120,RIU GLORIETA DES OF L'EDAR D'ALCOVER FINS AL FRANCOL?
ES100MSPF1800010,RIERA D'AUBI
ES063MSPF000116510,SALADO DE ESPERA STREAM
ES030MSPF0723010,A. DEL MOLINILLO AND OTROS TO R.TI?TAR
ES018MSPFES133MAR000640,BROOK OF LAS CABRAS
ES018MSPFES118MAR000480,RIVER NANSA III
ES018MSPFES126MAR000550,RIVER DEVA II
ES018MSPFES132MAR000621,RIVER DEVA III
ES018MSPFES133MAR000650,RIVER PUR?N
ES030MSPF1034010,RIVERA CALATRUCHA TO E. CEDILLO
ES030MSPF0623020,RESERVOIR EL CASTRO
ES018MSPFES145MAR000950,RIVER PIVIERDA
ES030MSPF0730010,R. GUADYERBAS FROM A. OF LA CONCHA TO E. NAVALCAN
ES017MSPFES064MAR002820,RIVER MAGUNA
ES017MSPFES068MAR002842,RIVER IBAIZABAL III
ES018MSPFES139MAR000710,RIVER SELLA II
ES017MSPFES073MAR002910,RIVER CADAGUA III
ES030MSPF0706010,R. TI?TAR FROM A. HERRAD?N TO R. GUADYERBAS
ES018MSPFES126MAR000560,RIVER URD?N
ES091MSPF123,RIVER AGUAS VIVAS FROM EL AZUD OF BLESA TO LA COLA DEL RESERVOIR OF MONEVA (ESTACI?N OF AFOROS N?MERO 141).
ES018MSPFES132MAR000620,RIVER CARES III- DEVA IV
ES018MSPFES175MAR001450,RIVER CUBIA II
ES12041,RIO CABRILLAS HASTA SU DESEMBOCADURA EN EL RIO TAJO
ES030MSPF0114010,RIVER TAJO FROM PERALEJOS OF LAS TRUCHAS TO RIVER GALLO
ES018MSPFES098MAR000310,RIVER BAYONES
ES018MSPFES113MAR000400,RIVER DEL ESCUDO I
ES018MSPFES113MAR000390,RIVER OF BUSTRIGUADO
ES018MSPFES096MAR000280,BROOK OF VIA?A
ES018MSPFES092MAR000250,RIVER PISUE?A II
ES030MSPF0503021,RIVER ALBERCHE FROM BROOK DEL MOLINILLO TO RESERVOIR OF CAZALEGAS
ES080MSPF15-04-01-02,RIVER ALFAMBRA: RBLA. HOZ - RIVER TURIA
ES11959,ARROYO DE FUENTIDUENA
ES080MSPF18-29-01-03-01-02,RIVER CA?OLES: CANALS - RIVER ALBAIDA
ES12057,RIO CUERVO HASTA EL E LA TOSCA INCLUYE RIO CHICO Y A DE LAS VAQUERIZAS
ES12222,R DE LA VEGA HASTA SU DESEMBOCADURA EN EL R ERJAS INCLUYE A PESQUEROS Y A SOBREROS
ES018MSPFES189MAR001580,RIVER LLEIROSO
ES12138,RIO ALBERCHE DESDE E PICADAS HASTA RIO PERALES
ES030MSPF0808010,RIVERA DEL ACEBO TO E. RIVERA OF GATA
ES030MSPF0919010,"RVRA. DEL BRONCO AND AYO. OF LOS JARALES, TO R. ALAG?N"
ES018MSPFES145MAR001010,BROOK OF MOLLEDA
ES018MSPFES145MAR000900,RIVER RAICES
ES018MSPFES145MAR000880,RIVER FERRER?AS
ES018MSPFES174MAR001400,RIVER SOTO
ES018MSPFES243MAR002290,RIVER TURIA
ES018MSPFES244MAR002270,RIVER TRABADA
ES030MSPF0118010,BROOK OF LA VEGA TO RIVERTAJO
ES018MSPFES173MAR001340,RIVER NORA III
ES030MSPF0724010,GARGANTA OF MINCHONES TO R.TI?TAR
ES030MSPF0726010,GARGANTA OF SANTA MAR?A TO E. ROSARITO
ES018MSPFES232MAR002110,RIVER URUBIO
ES018MSPFES078MAR000020,RIVER AS?N I
ES091MSPF526,RIVER ESCA FROM EL RIVER BINI?S TO LA COLA DEL RESERVOIR OF YESA (INCLUYE RAVINE OF GABARRI).
ES20829,EMBALSE DE ARDISA
ES018MSPFES108MAR000352,BROOK OF LOS LLARES I
ES040MSPF000133530,GUADIANA IV RIVER
ES030MSPF0404021,RIVER GUADARRAMA AND BROOK OF LOS LINOS DEL SOTO EN VILLALBA
ES091MSPF74,RESERVOIR OF FLIX.
ES100MSPF1000840,RIU OF BITLLES DES OF L'EDAR OF RIUDEBITLLES FINS A L'ANOIA
ES018MSPFES084MAR000070,RIVER RUAHERMOSA
ES010MSPFES372MAR000051,MINHO III RIVER
ES018MSPFES174MAR001430,RIVER OF SAMA
ES20842,EMBALSE DE MEQUINENZA
ES018MSPFES199MAR001790,RIVER LLORIN
ES030MSPF0109020,RESERVOIR BOLARQUE
